LAND_YEAR,COMMON_NAME,guild,total_live_lbs,total_dollars,n_dealers,is_confidential
2020,"SNAPPER, BLACKFIN",Snappers & Groupers,7316.43,25259.58,15,FALSE
2020,"SNAPPER, CUBERA",Snappers & Groupers,1817.94,5964.4,18,FALSE
2020,"SNAPPER, DOG",Snappers & Groupers,177.44,463.01,9,FALSE
2020,"SNAPPER, LANE",Snappers & Groupers,23243.99,62252.33,91,FALSE
2020,"SNAPPER, MAHOGANY",Snappers & Groupers,160.18,340.2,4,FALSE
2020,"SNAPPER, QUEEN",Snappers & Groupers,20767.28,80841.7,25,FALSE
2020,"SNAPPER, SILK",Snappers & Groupers,30736.920000000002,123189.956,40,FALSE
2020,"TILEFISH, BLACKLINE",Other Reef Fish,113.12,201,4,FALSE
2020,"TILEFISH, BLUELINE",Other Reef Fish,102352.46,190137.9068,31,FALSE
2020,"TILEFISH, GOLDEN",Other Reef Fish,275902.93,797793.82,30,FALSE
2020,"TILEFISH, GOLDFACE",Other Reef Fish,71.79,127.202,4,FALSE
2020,"TILEFISH, SAND",Other Reef Fish,161.05,240.786,7,FALSE
2020,"TUNA, SKIPJACK",Jacks,172.53,108.5,4,FALSE
2020,"WRASSE, CLOWN",Other Reef Fish,54,153.2,3,FALSE
2021,"AMBERJACK, LESSER",Jacks,1628.47,3257.7,13,FALSE
2021,GRAYSBY,Snappers & Groupers,52.59,193.1925,10,FALSE
2021,"GROUPER, BLACK",Snappers & Groupers,27430.350000000002,157149.654,41,FALSE
2021,"GROUPER, CONEY",Snappers & Groupers,11.18,34.980000000000004,4,FALSE
2021,"GROUPER, MARBLED",Snappers & Groupers,200.60000000000002,696.65,4,FALSE
2021,"GROUPER, MISTY",Snappers & Groupers,117.88,567.28,4,FALSE
2021,"GROUPER, SNOWY",Snappers & Groupers,98059.53,501445.01,36,FALSE
2021,"GROUPER, WARSAW",Snappers & Groupers,20461.13,75986.12,35,FALSE
2021,"GROUPER, YELLOWFIN",Snappers & Groupers,239.54000000000002,1167.35,4,FALSE
2021,"GROUPER, YELLOWMOUTH",Snappers & Groupers,215.94,788.25,7,FALSE
2021,"GRUNT, WHITE",Porgies & Grunts,12808.1,19616.948,16,FALSE
2021,"HIND, RED",Snappers & Groupers,483.1,1884.205,22,FALSE
2021,"HIND, ROCK",Snappers & Groupers,399.45,1214.31,17,FALSE
2021,"HIND, SPECKLED",Snappers & Groupers,49281.78,223950.3855,37,FALSE
2021,"HOGFISH, SPANISH",Other Reef Fish,22,201.6,5,FALSE
2021,"JACK, ALMACO",Jacks,36612.700000000004,65482.035,52,FALSE
2021,"JACK, BAR",Jacks,41119.6,53530.93,37,FALSE
2021,"JACK, CREVALLE",Jacks,373125.07,321957.87,55,FALSE
2021,"JACK, HORSE-EYE",Jacks,98.24000000000001,29.38,3,FALSE
2021,"JACK, YELLOW",Jacks,1965.7,3907.77,8,FALSE
2021,JACKKNIFE-FISH,Jacks,151,1954,7,FALSE
2021,"PARROTFISH, PRINCESS",Other Reef Fish,29,177.5,3,FALSE
2021,"PARROTFISH, RAINBOW",Other Reef Fish,26,443,4,FALSE
2021,"PARROTFISH, REDBAND",Other Reef Fish,7,23,3,FALSE
2021,"PARROTFISH, STOPLIGHT",Other Reef Fish,3,54.75,3,FALSE
2021,"PORGY, JOLTHEAD",Porgies & Grunts,17073.05,32968.915,39,FALSE
2021,"PORGY, KNOBBED",Porgies & Grunts,2246.51,3405.08,20,FALSE
2021,"PORGY, RED",Porgies & Grunts,130115.65000000001,213107.198,59,FALSE
2021,"PORGY, WHITEBONE",Porgies & Grunts,963.2,2563.75,3,FALSE
2021,"SNAPPER, BLACK",Snappers & Groupers,150.91,249.75,4,FALSE
2021,"SNAPPER, BLACKFIN",Snappers & Groupers,5777.57,22811.83,17,FALSE
2021,"SNAPPER, CUBERA",Snappers & Groupers,1253.53,4532.55,12,FALSE
2021,"SNAPPER, DOG",Snappers & Groupers,346.44,753.23,10,FALSE
2021,"SNAPPER, LANE",Snappers & Groupers,21905.53,60759.2176,82,FALSE
2021,"SNAPPER, MAHOGANY",Snappers & Groupers,53.84,125.75,5,FALSE
2021,"SNAPPER, QUEEN",Snappers & Groupers,10486.51,44249.43,20,FALSE
2021,"SNAPPER, SILK",Snappers & Groupers,34970.68,150154.86000000002,29,FALSE
2021,"TILEFISH, BLUELINE",Other Reef Fish,128118.69,285378.65,28,FALSE
2021,"TILEFISH, GOLDEN",Other Reef Fish,387549.66000000003,1214030,23,FALSE
2021,"TILEFISH, GOLDFACE",Other Reef Fish,220.53,575.7,7,FALSE
2021,"TILEFISH, SAND",Other Reef Fish,222.32,271.23,7,FALSE
2021,"TRIGGERFISH, OCEAN",Other Reef Fish,202.59,436.08,4,FALSE
2022,"AMBERJACK, LESSER",Jacks,1357.15,2445.88,17,FALSE
2022,GRAYSBY,Snappers & Groupers,36.04,74.08840000000001,8,FALSE
2022,"GROUPER, BLACK",Snappers & Groupers,26553.36,174004.82,38,FALSE
2022,"GROUPER, MARBLED",Snappers & Groupers,275.68,1461.95,5,FALSE
2022,"GROUPER, MISTY",Snappers & Groupers,6391.1,1624.43,4,FALSE
2022,"GROUPER, SNOWY",Snappers & Groupers,78279.62,466417.5,35,FALSE
2022,"GROUPER, WARSAW",Snappers & Groupers,17857.18,75023.97,32,FALSE
2022,"GROUPER, YELLOWFIN",Snappers & Groupers,4601.42,25809.9,6,FALSE
2022,"GROUPER, YELLOWMOUTH",Snappers & Groupers,356.95,1417.43,8,FALSE
2022,"GRUNT, WHITE",Porgies & Grunts,1129.95,1567,11,FALSE
2022,"HIND, RED",Snappers & Groupers,630.76,3071.03,18,FALSE
2022,"HIND, ROCK",Snappers & Groupers,339.82,1117.953,17,FALSE
2022,"HIND, SPECKLED",Snappers & Groupers,33043.14,172505.64,32,FALSE
2022,"HOGFISH, SPANISH",Other Reef Fish,25,243.20000000000002,4,FALSE
2022,"JACK, ALMACO",Jacks,40672.58,76428.93000000001,46,FALSE
2022,"JACK, BAR",Jacks,41357.13,56248.92,42,FALSE
2022,"JACK, CREVALLE",Jacks,253062.36,239535.4,51,FALSE
2022,"JACK, HORSE-EYE",Jacks,471.78,371.34,6,FALSE
2022,"JACK, YELLOW",Jacks,2525,5019.34,12,FALSE
2022,JACKKNIFE-FISH,Jacks,75,912.2,4,FALSE
2022,"PARROTFISH, BLUE",Other Reef Fish,23,624,3,FALSE
2022,"PARROTFISH, PRINCESS",Other Reef Fish,13,285.75,4,FALSE
2022,"PARROTFISH, STOPLIGHT",Other Reef Fish,15,438.5,3,FALSE
2022,"PORGY, JOLTHEAD",Porgies & Grunts,24646.82,42256.6,32,FALSE
2022,"PORGY, KNOBBED",Porgies & Grunts,1641.52,2564.1354,20,FALSE
2022,"PORGY, RED",Porgies & Grunts,120400.67,228278.3852,55,FALSE
2022,"PORGY, WHITEBONE",Porgies & Grunts,1453,5470.1,3,FALSE
2022,"SNAPPER, BLACKFIN",Snappers & Groupers,5318.81,24075.308,23,FALSE
2022,"SNAPPER, CUBERA",Snappers & Groupers,1194.6200000000001,3978.9662,13,FALSE
2022,"SNAPPER, DOG",Snappers & Groupers,328.3,982.1,8,FALSE
2022,"SNAPPER, LANE",Snappers & Groupers,15825.050000000001,52255.1227,71,FALSE
2022,"SNAPPER, QUEEN",Snappers & Groupers,11225.4,50306.75,22,FALSE
2022,"SNAPPER, SILK",Snappers & Groupers,37951.64,183393.4628,34,FALSE
2022,"TILEFISH, BLUELINE",Other Reef Fish,83349.15,216702.44,33,FALSE
2022,"TILEFISH, GOLDEN",Other Reef Fish,332104.41000000003,1174423.66,24,FALSE
2022,"TILEFISH, SAND",Other Reef Fish,620.48,685.73,6,FALSE
2022,"TRIGGERFISH, QUEEN",Other Reef Fish,47.08,363,5,FALSE
2022,"TUNA, SKIPJACK",Jacks,76.57,59.8,3,FALSE
2022,"WRASSE, CLOWN",Other Reef Fish,22,135,3,FALSE
2023,"AMBERJACK, LESSER",Jacks,585.37,1496.82,11,FALSE
2023,GRAYSBY,Snappers & Groupers,51.12,200.2244,5,FALSE
2023,"GROUPER, BLACK",Snappers & Groupers,40490.11,286178.152,36,FALSE
2023,"GROUPER, MARBLED",Snappers & Groupers,370.52,2095.5,4,FALSE
2023,"GROUPER, SNOWY",Snappers & Groupers,69436.37,426405.84,36,FALSE
2023,"GROUPER, WARSAW",Snappers & Groupers,13561.39,59271.6,22,FALSE
2023,"GROUPER, YELLOWFIN",Snappers & Groupers,93.81,597.48,3,FALSE
2023,"GROUPER, YELLOWMOUTH",Snappers & Groupers,364.62,2056.5,4,FALSE
2023,"GRUNT, WHITE",Porgies & Grunts,2058.2,4506.65,16,FALSE
2023,"HIND, RED",Snappers & Groupers,2332.4500000000003,12339.65,13,FALSE
2023,"HIND, ROCK",Snappers & Groupers,742.9900000000001,3487.2269,16,FALSE
2023,"HIND, SPECKLED",Snappers & Groupers,39891.14,216261.08,27,FALSE
2023,"HOGFISH, SPANISH",Other Reef Fish,16,321,3,FALSE
2023,"JACK, ALMACO",Jacks,28462.96,58068.33,55,FALSE
2023,"JACK, BAR",Jacks,51734.77,65524.07,32,FALSE
2023,"JACK, CREVALLE",Jacks,144775.7,145290.45,53,FALSE
2023,"JACK, YELLOW",Jacks,2645.89,7931.47,18,FALSE
2023,JACKKNIFE-FISH,Jacks,37,524,6,FALSE
2023,"PARROTFISH, BLUE",Other Reef Fish,27,936,5,FALSE
2023,"PARROTFISH, PRINCESS",Other Reef Fish,12,224.5,4,FALSE
2023,"PARROTFISH, RAINBOW",Other Reef Fish,49,2327,5,FALSE
2023,"PORGY, JOLTHEAD",Porgies & Grunts,34343.74,50776.5903,29,FALSE
2023,"PORGY, KNOBBED",Porgies & Grunts,1272.71,2140.2456,19,FALSE
2023,"PORGY, RED",Porgies & Grunts,130175.78,258675.819,53,FALSE
2023,"PORGY, WHITEBONE",Porgies & Grunts,704.24,2180,3,FALSE
2023,"SNAPPER, BLACKFIN",Snappers & Groupers,9153.12,42565.69,17,FALSE
2023,"SNAPPER, CUBERA",Snappers & Groupers,1521.29,5070.78,18,FALSE
2023,"SNAPPER, DOG",Snappers & Groupers,448.36,1418.97,13,FALSE
2023,"SNAPPER, LANE",Snappers & Groupers,27010.99,93427.092,82,FALSE
2023,"SNAPPER, MAHOGANY",Snappers & Groupers,309.69,1224,5,FALSE
2023,"SNAPPER, QUEEN",Snappers & Groupers,16630.94,85244.3452,24,FALSE
2023,"SNAPPER, SILK",Snappers & Groupers,46614.880000000005,237471.4,33,FALSE
2023,"TILEFISH, BLUELINE",Other Reef Fish,83110.17,231434.35,26,FALSE
2023,"TILEFISH, GOLDEN",Other Reef Fish,253720.98,968092.06,21,FALSE
2023,"TILEFISH, GOLDFACE",Other Reef Fish,66.08,202,3,FALSE
2023,"TILEFISH, SAND",Other Reef Fish,650.62,650.4868,12,FALSE
2023,"TRIGGERFISH, OCEAN",Other Reef Fish,173.9,533.1,7,FALSE
2023,"WRASSE, CLOWN",Other Reef Fish,47,389.5,3,FALSE
2024,"AMBERJACK, LESSER",Jacks,535.97,1157.96,8,FALSE
2024,GRAYSBY,Snappers & Groupers,36.64,171.8,7,FALSE
2024,"GROUPER, BLACK",Snappers & Groupers,23594.72,165741.038,37,FALSE
2024,"GROUPER, SNOWY",Snappers & Groupers,75246.09,460676.55,35,FALSE
2024,"GROUPER, WARSAW",Snappers & Groupers,12423.58,58351.35,26,FALSE
2024,"GROUPER, YELLOWMOUTH",Snappers & Groupers,224.18,1410.38,5,FALSE
2024,"GRUNT, FRENCH",Porgies & Grunts,140,1336.6,3,FALSE
2024,"GRUNT, WHITE",Porgies & Grunts,2011.85,5688.68,15,FALSE
2024,"HIND, RED",Snappers & Groupers,2030.81,11822.11,19,FALSE
2024,"HIND, ROCK",Snappers & Groupers,239.88,977.9,17,FALSE
2024,"HIND, SPECKLED",Snappers & Groupers,35824,205978.9,24,FALSE
2024,"HOGFISH, SPANISH",Other Reef Fish,37,749,7,FALSE
2024,"JACK, ALMACO",Jacks,27451.63,55566.3535,46,FALSE
2024,"JACK, BAR",Jacks,20196.92,27088.19,22,FALSE
2024,"JACK, CREVALLE",Jacks,60403.51,57920.83,48,FALSE
2024,"JACK, YELLOW",Jacks,1233.34,3617.48,17,FALSE
2024,JACKKNIFE-FISH,Jacks,60,809.6,3,FALSE
2024,"PARROTFISH, BLUE",Other Reef Fish,28,811.5,4,FALSE
2024,"PARROTFISH, MIDNIGHT",Other Reef Fish,17,573,4,FALSE
2024,"PARROTFISH, PRINCESS",Other Reef Fish,37,997.5,4,FALSE
2024,"PARROTFISH, RAINBOW",Other Reef Fish,17,1566,3,FALSE
2024,"PARROTFISH, REDBAND",Other Reef Fish,83,1209.8,5,FALSE
2024,"PARROTFISH, STOPLIGHT",Other Reef Fish,76,1361.5,3,FALSE
2024,"PARROTFISH, STRIPED",Other Reef Fish,14,67,3,FALSE
2024,"PORGY, JOLTHEAD",Porgies & Grunts,26803.24,42573.085,33,FALSE
2024,"PORGY, KNOBBED",Porgies & Grunts,3239.62,6351.6562,21,FALSE
2024,"PORGY, RED",Porgies & Grunts,101564.36,202618.385,51,FALSE
2024,"PORGY, WHITEBONE",Porgies & Grunts,89.6,173,5,FALSE
2024,"SNAPPER, BLACK",Snappers & Groupers,4534.35,17722,3,FALSE
2024,"SNAPPER, BLACKFIN",Snappers & Groupers,4549.79,22945.43,18,FALSE
2024,"SNAPPER, CUBERA",Snappers & Groupers,2091.53,7366.03,19,FALSE
2024,"SNAPPER, DOG",Snappers & Groupers,458.45,1875.81,11,FALSE
2024,"SNAPPER, LANE",Snappers & Groupers,29342.36,110166.4052,74,FALSE
2024,"SNAPPER, QUEEN",Snappers & Groupers,8361.28,43340.89,18,FALSE
2024,"SNAPPER, SILK",Snappers & Groupers,38046.8,188670.4453,35,FALSE
2024,"TILEFISH, BLACKLINE",Other Reef Fish,17.14,56.84,4,FALSE
2024,"TILEFISH, BLUELINE",Other Reef Fish,55863.04,166887.6,29,FALSE
2024,"TILEFISH, GOLDEN",Other Reef Fish,227031.46,877707.07,21,FALSE
2024,"TILEFISH, GOLDFACE",Other Reef Fish,108.31,284.4,5,FALSE
2024,"TILEFISH, SAND",Other Reef Fish,888.6700000000001,1253.71,12,FALSE
2024,"TRIGGERFISH, OCEAN",Other Reef Fish,293.89,661.75,4,FALSE
2024,"TRIGGERFISH, QUEEN",Other Reef Fish,25.36,61.1092,3,FALSE
2024,"WRASSE, CLOWN",Other Reef Fish,46,317,4,FALSE
2024,"WRASSE, YELLOWHEAD",Other Reef Fish,72,687.3,4,FALSE
2025,"AMBERJACK, LESSER",Jacks,500.94,1172.4,3,FALSE
2025,GRAYSBY,Snappers & Groupers,59.47,270.97,5,FALSE
2025,"GROUPER, BLACK",Snappers & Groupers,19959.91,146721.11,30,FALSE
2025,"GROUPER, MARBLED",Snappers & Groupers,132.16,787.25,3,FALSE
2025,"GROUPER, MISTY",Snappers & Groupers,67.38,433.65,4,FALSE
2025,"GROUPER, SNOWY",Snappers & Groupers,23553.36,150760.8,31,FALSE
2025,"GROUPER, WARSAW",Snappers & Groupers,14812.62,68910.22,20,FALSE
2025,"GROUPER, YELLOWFIN",Snappers & Groupers,112.82,419.25,6,FALSE
2025,"GROUPER, YELLOWMOUTH",Snappers & Groupers,884.53,4928.14,7,FALSE
2025,"GRUNT, WHITE",Porgies & Grunts,1677.1,2826.2,12,FALSE
2025,"HIND, RED",Snappers & Groupers,2642.02,14705.35,10,FALSE
2025,"HIND, ROCK",Snappers & Groupers,172.02,777.33,11,FALSE
2025,"HIND, SPECKLED",Snappers & Groupers,12195.99,71810.85,28,FALSE
2025,"HOGFISH, SPANISH",Other Reef Fish,18,282,4,FALSE
2025,"JACK, ALMACO",Jacks,29819.58,64806.036,41,FALSE
2025,"JACK, BAR",Jacks,15682.17,23837.8,24,FALSE
2025,"JACK, CREVALLE",Jacks,38556.26,34998.44,35,FALSE
2025,"JACK, HORSE-EYE",Jacks,76.1,79.1,3,FALSE
2025,"JACK, YELLOW",Jacks,492.64,1723.46,11,FALSE
2025,"PARROTFISH, BLUE",Other Reef Fish,13,479,4,FALSE
2025,"PARROTFISH, MIDNIGHT",Other Reef Fish,17,587.25,3,FALSE
2025,"PARROTFISH, PRINCESS",Other Reef Fish,19,567,3,FALSE
2025,"PARROTFISH, REDBAND",Other Reef Fish,44,855.5,3,FALSE
2025,"PARROTFISH, STOPLIGHT",Other Reef Fish,46,1275,3,FALSE
2025,"PORGY, JOLTHEAD",Porgies & Grunts,6039.77,10725.64,26,FALSE
2025,"PORGY, KNOBBED",Porgies & Grunts,2624.94,5245.9316,18,FALSE
2025,"PORGY, RED",Porgies & Grunts,48647.96,100205.277,48,FALSE
2025,"SNAPPER, BLACK",Snappers & Groupers,528.48,1947.6499999999999,4,FALSE
2025,"SNAPPER, BLACKFIN",Snappers & Groupers,5060.78,23133.8523,22,FALSE
2025,"SNAPPER, CUBERA",Snappers & Groupers,1731.9,5759.18,13,FALSE
2025,"SNAPPER, DOG",Snappers & Groupers,634.22,1831.78,8,FALSE
2025,"SNAPPER, LANE",Snappers & Groupers,13387.65,56575.583999999995,64,FALSE
2025,"SNAPPER, QUEEN",Snappers & Groupers,13408.78,59363.21,17,FALSE
2025,"SNAPPER, SILK",Snappers & Groupers,60120.560000000005,311983.5659,33,FALSE
2025,"TILEFISH, BLUELINE",Other Reef Fish,16908.02,51994.340000000004,29,FALSE
2025,"TILEFISH, GOLDEN",Other Reef Fish,172765.06,709560.49,16,FALSE
2025,"TILEFISH, GOLDFACE",Other Reef Fish,565.28,2309.3,8,FALSE
2025,"TILEFISH, SAND",Other Reef Fish,103.16000000000001,152.4,7,FALSE
2025,"TRIGGERFISH, QUEEN",Other Reef Fish,24.560000000000002,36.5,3,FALSE
